product_idea,category,skill_level,available_materials,available_tools,budget_zar,estimated_cost_zar,build_feasible,build_time,revisions_needed
Coat Rack,storage,Beginner,"plywood sheets, pine edging, wood screws, lacquer","hand saw, chisel, mallet, sandpaper, tape measure",810,373,YES,2-4 hours,0
Wooden Toys,kids,Beginner,"hardwood scraps, child-safe varnish, sandpaper, dowels","circular saw, hammer, tape measure, clamps, level",841,343,YES,2-4 hours,0
Memory Box / Hope Chest,storage,Intermediate,"pine boards, plywood, wood screws, sandpaper, varnish","miter saw, drill, orbital sander, clamps, router, level",1599,770,NO,1-2 days,1
Corner Shelves,storage,Beginner,"pine boards, plywood, wood screws, sandpaper, varnish","jigsaw, drill, tape measure, sandpaper, square",1083,353,YES,3-5 hours,0
Bird Feeder,outdoor,Beginner,"meranti boards, exterior glue, galvanised nails, wood preservative","circular saw, hammer, tape measure, clamps, level",384,219,YES,1-3 hours,0
Tool Chest,storage,Intermediate,"meranti boards, metal hinges, wood screws, paint","band saw, drill press, orbital sander, clamps, chisel, mallet",2400,1050,YES,2-3 days,0
Keepsake Box,storage,Beginner,"meranti boards, metal hinges, wood screws, paint","jigsaw, drill, tape measure, sandpaper, square",779,393,YES,2-4 hours,0
Kitchen Island,tables,Advanced,"reclaimed wood, steel brackets, sandpaper, linseed oil","CNC router, table saw, orbital sander, mortise chisel, mallet, clamps, router",8325,2562,YES,3-5 days,0
Bookcase,storage,Intermediate,"meranti boards, metal hinges, wood screws, paint","table saw, drill, orbital sander, clamps, router, square",4213,1315,YES,1-2 days,0
Pet Ramp,outdoor,Beginner,"meranti boards, exterior glue, galvanised nails, wood preservative","hand saw, chisel, mallet, sandpaper, tape measure",797,284,YES,3-6 hours,0
Ottoman,seating,Advanced,"meranti boards, dowels, sandpaper, paint","table saw, jointer, planer, router, drill press, orbital sander, clamps",1842,733,YES,1-2 days,2
Planter Box,outdoor,Intermediate,"cedar boards, stainless screws, teak oil, sandpaper","table saw, drill, orbital sander, clamps, router, square",839,260,YES,4-8 hours,3
Shoe Rack,storage,Intermediate,"meranti boards, metal hinges, wood screws, paint","table saw, drill, orbital sander, clamps, router, square",1026,337,YES,3-5 hours,0
Puzzle,kids,Beginner,"birch plywood, non-toxic finish, sandpaper, wood screws","jigsaw, drill, tape measure, sandpaper, square",911,399,YES,4-8 hours,1
Cat Tree / Cat Condo,outdoor,Intermediate,"cedar boards, stainless screws, teak oil, sandpaper","table saw, drill, orbital sander, clamps, router, square",1691,615,YES,1-2 days,3
Bookcase,storage,Intermediate,"plywood sheets, pine edging, wood screws, lacquer","circular saw, router, orbital sander, drill, clamps, tape measure",3207,1076,YES,1-2 days,3
Gazebo,outdoor,Advanced,"treated pine, galvanised screws, outdoor paint, sandpaper","table saw, jointer, planer, router, drill press, orbital sander, clamps",10063,5183,NO,5-7 days,1
Raised Garden Bed,outdoor,Beginner,"treated pine, galvanised screws, outdoor paint, sandpaper","circular saw, hammer, tape measure, clamps, level",1501,772,YES,1-2 days,0
Credenza,storage,Intermediate,"oak lumber, dovetail joints, wood glue, oil finish","table saw, drill, orbital sander, clamps, router, square",5807,2843,YES,3-5 days,0
Pallet Furniture,seating,Beginner,"reclaimed wood, steel brackets, sandpaper, linseed oil","circular saw, hammer, tape measure, clamps, level",607,304,YES,1-2 days,2
Window Seat,storage,Beginner,"oak lumber, dovetail joints, wood glue, oil finish","circular saw, hammer, tape measure, clamps, level",7501,2348,YES,2-3 days,3
Mirror Frame,decorative,Beginner,"walnut off-cuts, danish oil, sandpaper, beeswax","hand saw, chisel, mallet, sandpaper, tape measure",755,225,YES,2-4 hours,3
Wardrobe,storage,Intermediate,"pine boards, plywood, wood screws, sandpaper, varnish","circular saw, router, orbital sander, drill, clamps, tape measure",5346,1858,YES,4-6 days,3
Floating Shelves,storage,Beginner,"reclaimed wood, brackets, nails, linseed oil","hand saw, chisel, mallet, sandpaper, tape measure",1181,389,YES,2-4 hours,3
Chaise Lounge,seating,Advanced,"reclaimed wood, steel brackets, sandpaper, linseed oil","miter saw, table saw, router, band saw, drill press, orbital sander, clamps, chisel",9569,4024,YES,3-5 days,1
Adirondack Chair,seating,Intermediate,"meranti boards, dowels, sandpaper, paint","table saw, drill, orbital sander, clamps, router, square",4482,1269,YES,1-2 days,0
Display Cabinet,storage,Beginner,"pine boards, plywood, wood screws, sandpaper, varnish","hand saw, chisel, mallet, sandpaper, tape measure",6196,2468,YES,3-5 days,1
Shoe Rack,storage,Beginner,"pine boards, dowels, wood filler, polyurethane","hand saw, chisel, mallet, sandpaper, tape measure",1619,708,YES,3-5 hours,3
Coat Rack,storage,Beginner,"pine boards, plywood, wood screws, sandpaper, varnish","circular saw, hammer, tape measure, clamps, level",651,280,YES,2-4 hours,0
Nightstand,bedroom,Beginner,"plywood sheets, pine trim, wood screws, paint","hand saw, hammer, tape measure, sandpaper, clamps",750,444,YES,4-8 hours,3
Dollhouse,kids,Intermediate,"pine boards, non-toxic paint, sandpaper, wood glue","table saw, drill, orbital sander, clamps, router, square",3058,1244,YES,3-5 days,0
Birdhouse,outdoor,Beginner,"treated pine, galvanised screws, outdoor paint, sandpaper","circular saw, hammer, tape measure, clamps, level",159,68,YES,2-4 hours,1
Bread Box,storage,Intermediate,"oak lumber, dovetail joints, wood glue, oil finish","band saw, drill press, orbital sander, clamps, chisel, mallet",797,340,YES,2-4 hours,0
Armoire,storage,Advanced,"oak lumber, dovetail joints, wood glue, oil finish","table saw, jointer, planer, router, drill press, orbital sander, clamps",9011,2980,YES,5-7 days,0
Memory Box / Hope Chest,storage,Advanced,"plywood sheets, pine edging, wood screws, lacquer","CNC router, table saw, orbital sander, mortise chisel, mallet, clamps, router",2586,1007,NO,1-2 days,2
Porch Swing,seating,Intermediate,"pine boards, wood screws, sandpaper, wood stain","circular saw, router, orbital sander, drill, clamps, tape measure",1574,885,YES,1-2 days,3
Sawhorse,workshop,Beginner,"pine boards, wood screws, sandpaper, linseed oil","circular saw, hammer, tape measure, clamps, level",1022,355,YES,3-5 hours,2
Wooden Sign,decorative,Intermediate,"walnut off-cuts, danish oil, sandpaper, beeswax","table saw, drill, orbital sander, clamps, router, square",429,160,YES,2-4 hours,2
Clock,decorative,Intermediate,"reclaimed wood off-cuts, wood glue, sandpaper, varnish","circular saw, router, orbital sander, drill, clamps, tape measure",1592,487,YES,4-8 hours,1
Bench with Backrest,seating,Beginner,"meranti boards, dowels, sandpaper, paint","hand saw, chisel, mallet, sandpaper, tape measure",2295,1043,YES,1-2 days,0
Chicken Coop,outdoor,Advanced,"pine boards, outdoor screws, weather sealant, sandpaper","CNC router, table saw, orbital sander, mortise chisel, mallet, clamps, router",4428,1273,YES,2-3 days,2
Porch Swing,seating,Intermediate,"reclaimed wood, steel brackets, sandpaper, linseed oil","table saw, drill, orbital sander, clamps, router, square",1702,822,YES,1-2 days,0
Rabbit Hutch,outdoor,Intermediate,"reclaimed timber, galvanised brackets, outdoor stain, nails","miter saw, drill, orbital sander, clamps, router, level",3577,1415,YES,1-2 days,1
Rocking Chair,seating,Intermediate,"pine boards, pocket screws, wood filler, polyurethane","circular saw, router, orbital sander, drill, clamps, tape measure",4692,2240,NO,3-5 days,2
Dollhouse,kids,Advanced,"hardwood scraps, child-safe varnish, sandpaper, dowels","miter saw, table saw, router, band saw, drill press, orbital sander, clamps, chisel",3945,1452,YES,3-5 days,0
Folding Chair,seating,Intermediate,"pine boards, wood screws, sandpaper, wood stain","table saw, drill, orbital sander, clamps, router, square",2631,722,YES,1-2 days,2
Computer Desk,tables,Intermediate,"meranti boards, pocket screws, wood filler, polyurethane","miter saw, drill, orbital sander, clamps, router, level",3902,1606,YES,1-2 days,0
Bookshelf,storage,Beginner,"reclaimed wood, brackets, nails, linseed oil","circular saw, hammer, tape measure, clamps, level",1587,584,YES,1-2 days,0
Arbor,outdoor,Intermediate,"meranti boards, exterior glue, galvanised nails, wood preservative","band saw, drill press, orbital sander, clamps, chisel, mallet",3274,1871,NO,1-2 days,3
Bunk Bed,bedroom,Advanced,"meranti boards, pocket screws, sandpaper, lacquer","table saw, jointer, planer, router, drill press, orbital sander, clamps",6246,2267,NO,3-5 days,3
Bar Stool,seating,Intermediate,"meranti boards, dowels, sandpaper, paint","band saw, drill press, orbital sander, clamps, chisel, mallet",2539,986,YES,1-2 days,1
Console Table,tables,Advanced,"oak lumber, dowels, wood glue, varnish","table saw, band saw, router table, drill press, orbital sander, mortise chisel, mallet, clamps",2907,1214,NO,1-2 days,3
Step Stool,seating,Beginner,"reclaimed wood, steel brackets, sandpaper, linseed oil","circular saw, hammer, tape measure, clamps, level",318,194,YES,4-8 hours,3
Loft Bed,bedroom,Advanced,"oak lumber, dowels, wood glue, varnish","table saw, jointer, planer, router, drill press, orbital sander, clamps",5928,3296,YES,3-5 days,0
Pallet Furniture,seating,Beginner,"pine boards, wood screws, sandpaper, wood stain","jigsaw, drill, tape measure, sandpaper, square",1293,464,YES,1-2 days,0
Chicken Coop,outdoor,Advanced,"cedar boards, stainless screws, teak oil, sandpaper","CNC router, table saw, orbital sander, mortise chisel, mallet, clamps, router",5150,2066,NO,2-3 days,3
Rabbit Hutch,outdoor,Intermediate,"meranti boards, exterior glue, galvanised nails, wood preservative","circular saw, router, orbital sander, drill, clamps, tape measure",2638,1490,YES,1-2 days,0
Serving Tray,decorative,Beginner,"reclaimed wood off-cuts, wood glue, sandpaper, varnish","hand saw, chisel, mallet, sandpaper, tape measure",347,152,NO,2-4 hours,2
Birdhouse,outdoor,Beginner,"meranti boards, exterior glue, galvanised nails, wood preservative","hand saw, chisel, mallet, sandpaper, tape measure",420,192,YES,2-4 hours,3
Writing Desk,tables,Beginner,"pine boards, metal legs, wood glue, wood oil","hand saw, hammer, tape measure, sandpaper, clamps",1675,723,NO,1-2 days,2
Dining Chair,seating,Intermediate,"meranti boards, dowels, sandpaper, paint","miter saw, drill, orbital sander, clamps, router, level",2142,1222,YES,1-2 days,1
Bookshelf,storage,Beginner,"pine boards, dowels, wood filler, polyurethane","jigsaw, drill, tape measure, sandpaper, square",1335,511,YES,1-2 days,0
Armchair,seating,Advanced,"pine boards, pocket screws, wood filler, polyurethane","table saw, band saw, router table, drill press, orbital sander, mortise chisel, mallet, clamps",6966,2488,NO,3-4 days,1
Trellis,outdoor,Beginner,"reclaimed timber, galvanised brackets, outdoor stain, nails","jigsaw, drill, tape measure, sandpaper, square",793,240,YES,3-6 hours,0
Knife Block,storage,Beginner,"pine boards, dowels, wood filler, polyurethane","circular saw, hammer, tape measure, clamps, level",484,165,YES,2-3 hours,0
Rocking Chair,seating,Advanced,"hardwood lumber, mortise joints, wood glue, varnish","miter saw, table saw, router, band saw, drill press, orbital sander, clamps, chisel",9910,2694,YES,3-5 days,1
Folding Step Ladder,outdoor,Intermediate,"pine boards, outdoor screws, weather sealant, sandpaper","band saw, drill press, orbital sander, clamps, chisel, mallet",1403,569,YES,4-8 hours,1
Crib,bedroom,Intermediate,"meranti boards, pocket screws, sandpaper, lacquer","miter saw, drill, orbital sander, clamps, router, level",4219,2351,YES,3-5 days,1
Hall Tree,storage,Intermediate,"meranti boards, metal hinges, wood screws, paint","circular saw, router, orbital sander, drill, clamps, tape measure",2205,952,NO,1-2 days,2
Hall Tree,storage,Beginner,"meranti boards, metal hinges, wood screws, paint","circular saw, hammer, tape measure, clamps, level",2533,1202,YES,1-2 days,0
Picture Frame,decorative,Intermediate,"reclaimed wood off-cuts, wood glue, sandpaper, varnish","band saw, drill press, orbital sander, clamps, chisel, mallet",523,206,YES,1-3 hours,0
Changing Table,bedroom,Intermediate,"pine boards, wood screws, sandpaper, wood stain","table saw, drill, orbital sander, clamps, router, square",2772,933,YES,2-3 days,0
Dining Table,tables,Intermediate,"oak lumber, dowels, wood glue, varnish","miter saw, drill, orbital sander, clamps, router, level",5424,1969,YES,2-4 days,0
Porch Swing,seating,Advanced,"hardwood lumber, mortise joints, wood glue, varnish","miter saw, table saw, router, band saw, drill press, orbital sander, clamps, chisel",3747,1899,YES,1-2 days,0
Puzzle,kids,Intermediate,"birch plywood, non-toxic finish, sandpaper, wood screws","table saw, drill, orbital sander, clamps, router, square",645,295,NO,4-8 hours,2
Bench with Backrest,seating,Beginner,"pine boards, wood screws, sandpaper, wood stain","circular saw, hammer, tape measure, clamps, level",3350,1099,YES,1-2 days,3
Bird Feeder,outdoor,Beginner,"treated pine, galvanised screws, outdoor paint, sandpaper","jigsaw, drill, tape measure, sandpaper, square",102,52,NO,1-3 hours,3
Step Stool,seating,Beginner,"reclaimed wood, steel brackets, sandpaper, linseed oil","hand saw, chisel, mallet, sandpaper, tape measure",1049,504,YES,4-8 hours,1
Garden Bench,outdoor,Intermediate,"meranti boards, exterior glue, galvanised nails, wood preservative","table saw, drill, orbital sander, clamps, router, square",1703,598,YES,1-2 days,0
Raised Garden Bed,outdoor,Beginner,"treated pine, galvanised screws, outdoor paint, sandpaper","jigsaw, drill, tape measure, sandpaper, square",1440,783,YES,1-2 days,0
Writing Desk,tables,Beginner,"plywood sheets, hardwood edge banding, wood screws, lacquer","circular saw, hammer, tape measure, clamps, level",1501,938,YES,1-2 days,2
Birdhouse,outdoor,Beginner,"meranti boards, exterior glue, galvanised nails, wood preservative","jigsaw, drill, tape measure, sandpaper, square",234,112,YES,2-4 hours,0
Armchair,seating,Advanced,"pine boards, pocket screws, wood filler, polyurethane","CNC router, table saw, orbital sander, mortise chisel, mallet, clamps, router",7846,3059,NO,3-4 days,3
Storage Bench,storage,Advanced,"oak lumber, dovetail joints, wood glue, oil finish","CNC router, table saw, orbital sander, mortise chisel, mallet, clamps, router",2206,671,YES,1-2 days,2
Keepsake Box,storage,Beginner,"pine boards, dowels, wood filler, polyurethane","hand saw, hammer, tape measure, sandpaper, clamps",917,426,YES,2-4 hours,0
Folding Table,tables,Intermediate,"oak lumber, dowels, wood glue, varnish","circular saw, router, orbital sander, drill, clamps, tape measure",2108,1107,YES,1-2 days,1
Console Table,tables,Intermediate,"pine boards, wood screws, sandpaper, wood stain","miter saw, drill, orbital sander, clamps, router, level",3549,1000,YES,1-2 days,0
Footboard,bedroom,Intermediate,"pine boards, wood screws, sandpaper, wood stain","band saw, drill press, orbital sander, clamps, chisel, mallet",623,331,YES,4-8 hours,2
Butcher Block Countertop,tables,Advanced,"meranti boards, pocket screws, wood filler, polyurethane","table saw, band saw, router table, drill press, orbital sander, mortise chisel, mallet, clamps",8161,3559,YES,2-4 days,2
End Table,tables,Intermediate,"pine boards, metal legs, wood glue, wood oil","table saw, drill, orbital sander, clamps, router, square",1479,689,YES,4-8 hours,0
Folding Step Ladder,outdoor,Beginner,"reclaimed timber, galvanised brackets, outdoor stain, nails","jigsaw, drill, tape measure, sandpaper, square",938,495,YES,4-8 hours,1
Bookcase,storage,Intermediate,"pine boards, plywood, wood screws, sandpaper, varnish","circular saw, router, orbital sander, drill, clamps, tape measure",1855,589,YES,1-2 days,0
Jewelry Box,storage,Intermediate,"pine boards, plywood, wood screws, sandpaper, varnish","table saw, drill, orbital sander, clamps, router, square",849,354,YES,4-8 hours,2
Shoe Rack,storage,Intermediate,"plywood sheets, pine edging, wood screws, lacquer","circular saw, router, orbital sander, drill, clamps, tape measure",1661,662,YES,3-5 hours,1
Display Cabinet,storage,Advanced,"pine boards, dowels, wood filler, polyurethane","table saw, band saw, router table, drill press, orbital sander, mortise chisel, mallet, clamps",5610,1692,YES,3-5 days,1
Toy Box,storage,Beginner,"plywood sheets, pine edging, wood screws, lacquer","hand saw, hammer, tape measure, sandpaper, clamps",1606,621,YES,1-2 days,0
Planter Box,outdoor,Beginner,"pine boards, outdoor screws, weather sealant, sandpaper","hand saw, hammer, tape measure, sandpaper, clamps",1097,366,YES,4-8 hours,1
Hall Tree,storage,Advanced,"pine boards, dowels, wood filler, polyurethane","CNC router, table saw, orbital sander, mortise chisel, mallet, clamps, router",2702,1309,YES,1-2 days,1
Stool,seating,Beginner,"pine boards, wood screws, sandpaper, wood stain","hand saw, chisel, mallet, sandpaper, tape measure",1398,470,YES,3-5 hours,0
Keepsake Box,storage,Beginner,"pine boards, dowels, wood filler, polyurethane","jigsaw, drill, tape measure, sandpaper, square",452,245,YES,2-4 hours,1
Bed Frame,bedroom,Intermediate,"oak lumber, dowels, wood glue, varnish","band saw, drill press, orbital sander, clamps, chisel, mallet",6130,1853,YES,2-3 days,0
Workbench,tables,Intermediate,"reclaimed wood, steel brackets, sandpaper, linseed oil","band saw, drill press, orbital sander, clamps, chisel, mallet",4596,1579,YES,2-3 days,0
Utensil Holder,storage,Intermediate,"pine boards, dowels, wood filler, polyurethane","band saw, drill press, orbital sander, clamps, chisel, mallet",239,117,NO,1-2 hours,3
Porch Swing,seating,Intermediate,"pine boards, wood screws, sandpaper, wood stain","band saw, drill press, orbital sander, clamps, chisel, mallet",3709,1523,YES,1-2 days,0
Patio Table,tables,Advanced,"plywood sheets, hardwood edge banding, wood screws, lacquer","miter saw, table saw, router, band saw, drill press, orbital sander, clamps, chisel",3834,1408,YES,1-2 days,0
Puzzle,kids,Intermediate,"pine boards, non-toxic paint, sandpaper, wood glue","miter saw, drill, orbital sander, clamps, router, level",596,250,YES,4-8 hours,2
Bench,seating,Beginner,"meranti boards, dowels, sandpaper, paint","circular saw, hammer, tape measure, clamps, level",2175,828,YES,1-2 days,0
Workbench,tables,Intermediate,"reclaimed wood, steel brackets, sandpaper, linseed oil","circular saw, router, orbital sander, drill, clamps, tape measure",3876,1501,YES,2-3 days,2
Coffee Table,tables,Intermediate,"meranti boards, pocket screws, wood filler, polyurethane","band saw, drill press, orbital sander, clamps, chisel, mallet",2799,1311,YES,1-2 days,0
Bunk Bed,bedroom,Advanced,"plywood sheets, pine trim, wood screws, paint","table saw, band saw, router table, drill press, orbital sander, mortise chisel, mallet, clamps",10908,3617,YES,3-5 days,0
Folding Table,tables,Intermediate,"meranti boards, pocket screws, wood filler, polyurethane","table saw, drill, orbital sander, clamps, router, square",1772,775,YES,1-2 days,1
Jewelry Box,storage,Intermediate,"pine boards, dowels, wood filler, polyurethane","miter saw, drill, orbital sander, clamps, router, level",1398,466,YES,4-8 hours,0
Coat Rack,storage,Beginner,"oak lumber, dovetail joints, wood glue, oil finish","jigsaw, drill, tape measure, sandpaper, square",531,183,YES,2-4 hours,0
Headboard,bedroom,Beginner,"oak lumber, dowels, wood glue, varnish","hand saw, chisel, mallet, sandpaper, tape measure",1819,702,NO,4-8 hours,3
Rabbit Hutch,outdoor,Intermediate,"cedar boards, stainless screws, teak oil, sandpaper","miter saw, drill, orbital sander, clamps, router, level",2436,1209,YES,1-2 days,0
Changing Table,bedroom,Advanced,"oak lumber, dowels, wood glue, varnish","table saw, jointer, planer, router, drill press, orbital sander, clamps",5194,1990,YES,2-3 days,3
Folding Step Ladder,outdoor,Intermediate,"reclaimed timber, galvanised brackets, outdoor stain, nails","band saw, drill press, orbital sander, clamps, chisel, mallet",1608,649,YES,4-8 hours,0
Picnic Table,tables,Intermediate,"pine boards, wood screws, sandpaper, wood stain","table saw, drill, orbital sander, clamps, router, square",2733,1103,YES,1-2 days,0
Chest of Drawers,storage,Beginner,"oak lumber, dovetail joints, wood glue, oil finish","circular saw, hammer, tape measure, clamps, level",2736,1409,NO,3-4 days,3
Dog House,outdoor,Beginner,"cedar boards, stainless screws, teak oil, sandpaper","jigsaw, drill, tape measure, sandpaper, square",2480,753,YES,1-2 days,3
Garden Bench,outdoor,Beginner,"treated pine, galvanised screws, outdoor paint, sandpaper","circular saw, hammer, tape measure, clamps, level",1162,658,YES,1-2 days,2
Garden Bench,outdoor,Beginner,"pine boards, outdoor screws, weather sealant, sandpaper","hand saw, chisel, mallet, sandpaper, tape measure",1465,733,YES,1-2 days,0
China Cabinet,storage,Advanced,"reclaimed wood, brackets, nails, linseed oil","miter saw, table saw, router, band saw, drill press, orbital sander, clamps, chisel",10433,3135,YES,4-6 days,2
Pergola,outdoor,Advanced,"pine boards, outdoor screws, weather sealant, sandpaper","miter saw, table saw, router, band saw, drill press, orbital sander, clamps, chisel",6787,2838,YES,3-5 days,0
Wall-Mounted Shelves,storage,Intermediate,"reclaimed wood, brackets, nails, linseed oil","circular saw, router, orbital sander, drill, clamps, tape measure",1233,474,YES,2-4 hours,1
Birdhouse,outdoor,Beginner,"treated pine, galvanised screws, outdoor paint, sandpaper","hand saw, hammer, tape measure, sandpaper, clamps",616,200,YES,2-4 hours,2
Knife Block,storage,Advanced,"oak lumber, dovetail joints, wood glue, oil finish","table saw, jointer, planer, router, drill press, orbital sander, clamps",894,333,YES,2-3 hours,0
Knife Block,storage,Intermediate,"pine boards, dowels, wood filler, polyurethane","band saw, drill press, orbital sander, clamps, chisel, mallet",366,112,YES,2-3 hours,2
Workbench Vise Mounting,workshop,Intermediate,"hardwood lumber, bolts, washers, metal brackets","circular saw, router, orbital sander, drill, clamps, tape measure",590,326,NO,4-8 hours,2
Corner Shelves,storage,Beginner,"oak lumber, dovetail joints, wood glue, oil finish","circular saw, hammer, tape measure, clamps, level",483,200,YES,3-5 hours,0
Crib,bedroom,Intermediate,"plywood sheets, pine trim, wood screws, paint","band saw, drill press, orbital sander, clamps, chisel, mallet",8113,2464,NO,3-5 days,2
Bunk Bed,bedroom,Advanced,"plywood sheets, pine trim, wood screws, paint","CNC router, table saw, orbital sander, mortise chisel, mallet, clamps, router",5916,1716,YES,3-5 days,0
Rocking Chair,seating,Intermediate,"meranti boards, dowels, sandpaper, paint","table saw, drill, orbital sander, clamps, router, square",8179,3686,YES,3-5 days,0
Birdhouse,outdoor,Beginner,"cedar boards, stainless screws, teak oil, sandpaper","jigsaw, drill, tape measure, sandpaper, square",497,198,YES,2-4 hours,0
Storage Bench,storage,Beginner,"oak lumber, dovetail joints, wood glue, oil finish","jigsaw, drill, tape measure, sandpaper, square",1951,807,YES,1-2 days,0
Pergola,outdoor,Advanced,"pine boards, outdoor screws, weather sealant, sandpaper","CNC router, table saw, orbital sander, mortise chisel, mallet, clamps, router",13518,4915,YES,3-5 days,0
Bread Box,storage,Beginner,"pine boards, dowels, wood filler, polyurethane","jigsaw, drill, tape measure, sandpaper, square",495,281,YES,2-4 hours,2
Chicken Coop,outdoor,Advanced,"cedar boards, stainless screws, teak oil, sandpaper","miter saw, table saw, router, band saw, drill press, orbital sander, clamps, chisel",5538,2148,NO,2-3 days,1
Secretary Desk,tables,Advanced,"oak lumber, dowels, wood glue, varnish","table saw, jointer, planer, router, drill press, orbital sander, clamps",6300,2613,YES,3-5 days,0
Dining Chair,seating,Advanced,"pine boards, pocket screws, wood filler, polyurethane","table saw, band saw, router table, drill press, orbital sander, mortise chisel, mallet, clamps",2511,921,YES,1-2 days,0
Hall Tree,storage,Beginner,"meranti boards, metal hinges, wood screws, paint","circular saw, hammer, tape measure, clamps, level",1185,623,YES,1-2 days,0
Dining Table,tables,Intermediate,"plywood sheets, hardwood edge banding, wood screws, lacquer","circular saw, router, orbital sander, drill, clamps, tape measure",4587,1999,YES,2-4 days,0
Cutting Board,decorative,Beginner,"reclaimed wood off-cuts, wood glue, sandpaper, varnish","hand saw, chisel, mallet, sandpaper, tape measure",493,201,YES,2-4 hours,0
Dining Chair,seating,Intermediate,"hardwood lumber, mortise joints, wood glue, varnish","table saw, drill, orbital sander, clamps, router, square",3462,1309,NO,1-2 days,3
Standing Desk,tables,Advanced,"pine boards, metal legs, wood glue, wood oil","table saw, jointer, planer, router, drill press, orbital sander, clamps",3778,1474,YES,2-3 days,0
Crib,bedroom,Advanced,"plywood sheets, pine trim, wood screws, paint","CNC router, table saw, orbital sander, mortise chisel, mallet, clamps, router",4779,1370,YES,3-5 days,0
Console Table,tables,Intermediate,"pine boards, wood screws, sandpaper, wood stain","band saw, drill press, orbital sander, clamps, chisel, mallet",2821,887,YES,1-2 days,0
Chicken Coop,outdoor,Advanced,"cedar boards, stainless screws, teak oil, sandpaper","table saw, jointer, planer, router, drill press, orbital sander, clamps",4812,1770,YES,2-3 days,0
Memory Box / Hope Chest,storage,Intermediate,"plywood sheets, pine edging, wood screws, lacquer","table saw, drill, orbital sander, clamps, router, square",1612,602,YES,1-2 days,0
Toolbox,storage,Intermediate,"meranti boards, metal hinges, wood screws, paint","table saw, drill, orbital sander, clamps, router, square",1627,768,YES,1-2 days,1
Knife Block,storage,Intermediate,"reclaimed wood, brackets, nails, linseed oil","miter saw, drill, orbital sander, clamps, router, level",466,219,YES,2-3 hours,0
Linen Press,storage,Intermediate,"pine boards, dowels, wood filler, polyurethane","band saw, drill press, orbital sander, clamps, chisel, mallet",5552,2741,YES,4-6 days,0
Computer Desk,tables,Intermediate,"reclaimed wood, steel brackets, sandpaper, linseed oil","table saw, drill, orbital sander, clamps, router, square",2403,946,YES,1-2 days,0
Chest of Drawers,storage,Advanced,"plywood sheets, pine edging, wood screws, lacquer","table saw, band saw, router table, drill press, orbital sander, mortise chisel, mallet, clamps",5707,2126,NO,3-4 days,1
Dining Chair,seating,Intermediate,"reclaimed wood, steel brackets, sandpaper, linseed oil","table saw, drill, orbital sander, clamps, router, square",2520,1278,YES,1-2 days,0
Armoire,storage,Advanced,"pine boards, dowels, wood filler, polyurethane","CNC router, table saw, orbital sander, mortise chisel, mallet, clamps, router",15185,3819,YES,5-7 days,1
Pet Ramp,outdoor,Beginner,"treated pine, galvanised screws, outdoor paint, sandpaper","circular saw, hammer, tape measure, clamps, level",316,128,YES,3-6 hours,0
Bookshelf,storage,Beginner,"meranti boards, metal hinges, wood screws, paint","hand saw, chisel, mallet, sandpaper, tape measure",1550,724,YES,1-2 days,0
Coffee Table,tables,Beginner,"meranti boards, pocket screws, wood filler, polyurethane","hand saw, hammer, tape measure, sandpaper, clamps",1584,764,YES,1-2 days,2
Sideboard / Buffet,storage,Advanced,"plywood sheets, pine edging, wood screws, lacquer","table saw, jointer, planer, router, drill press, orbital sander, clamps",7596,2562,YES,3-5 days,3
Footstool,seating,Beginner,"pine boards, wood screws, sandpaper, wood stain","jigsaw, drill, tape measure, sandpaper, square",1071,495,YES,3-5 hours,0
Coat Rack,storage,Intermediate,"oak lumber, dovetail joints, wood glue, oil finish","miter saw, drill, orbital sander, clamps, router, level",602,235,YES,2-4 hours,0
Ladder Shelf,storage,Beginner,"pine boards, dowels, wood filler, polyurethane","hand saw, chisel, mallet, sandpaper, tape measure",1067,531,YES,4-8 hours,0
Loft Bed,bedroom,Advanced,"pine boards, wood screws, sandpaper, wood stain","table saw, band saw, router table, drill press, orbital sander, mortise chisel, mallet, clamps",10388,3242,NO,3-5 days,1
Cutting Board,decorative,Intermediate,"walnut off-cuts, danish oil, sandpaper, beeswax","band saw, drill press, orbital sander, clamps, chisel, mallet",638,278,YES,2-4 hours,2
Workbench Vise Mounting,workshop,Intermediate,"pine boards, wood screws, sandpaper, linseed oil","miter saw, drill, orbital sander, clamps, router, level",902,253,YES,4-8 hours,3
Porch Swing,seating,Advanced,"pine boards, wood screws, sandpaper, wood stain","table saw, jointer, planer, router, drill press, orbital sander, clamps",2469,1101,YES,1-2 days,1
Clock,decorative,Advanced,"hardwood scraps, epoxy resin, sandpaper, oil finish","miter saw, table saw, router, band saw, drill press, orbital sander, clamps, chisel",1256,666,NO,4-8 hours,3
Wine Rack,storage,Intermediate,"plywood sheets, pine edging, wood screws, lacquer","table saw, drill, orbital sander, clamps, router, square",1124,360,YES,4-8 hours,2
Puzzle,kids,Beginner,"hardwood scraps, child-safe varnish, sandpaper, dowels","hand saw, chisel, mallet, sandpaper, tape measure",715,341,YES,4-8 hours,0
Memory Box / Hope Chest,storage,Advanced,"pine boards, dowels, wood filler, polyurethane","table saw, band saw, router table, drill press, orbital sander, mortise chisel, mallet, clamps",3049,884,YES,1-2 days,0
